30,"['2', 0]","['2', 1920]","['2', 0]","['2', 3360]","['2', 160]","['2', 2720]","['2', 0]","['2', 1200]","['2', 40]","['2', 2120]","['2', 0]","['2', 6479]","['2', 240]","['2', 1441]","['2', 0]","['2', 2640]","['2', 0]","['2', 2640]","['2', 0]","['2', 1559]","['2', 120]"
32,"['2', 160]","['2', 79]","['2', 120]","['2', 7081]","['2', 0]","['2', 4079]","['2', 480]","['2', 1]","['2', 479]","['2', 1]","['2', 479]","['2', 1]","['2', 440]","['2', 40]","['2', 479]","['2', 1]","['2', 120]","['2', 359]","['2', 480]","['2', 0]","['2', 1440]","['2', 1]","['2', 479]","['2', 0]","['2', 441]","['2', 40]","['2', 239]","['2', 480]","['2', 240]","['2', 4080]","['2', 240]","['2', 3600]","['2', 120]","['2', 120]","['2', 240]","['2', 1]","['2', 239]","['2', 1441]","['2', 359]","['2', 601]","['2', 359]"
33,"['2', 0]","['2', 18000]","['2', 200]","['2', 8200]","['2', 160]"
35,"['2', 400]","['2', 2480]","['2', 160]","['2', 79]","['2', 240]","['2', 1561]","['2', 40]","['2', 319]","['2', 240]","['2', 721]","['2', 0]","['2', 960]","['2', 0]","['2', 959]","['2', 240]","['2', 720]","['2', 240]","['2', 11281]","['2', 160]","['2', 79]","['2', 240]"
36,"['2', 400]","['2', 2479]","['2', 120]","['2', 4441]","['2', 239]","['2', 1920]","['2', 360]","['2', 1]","['2', 0]","['2', 7799]","['2', 480]","['2', 2401]","['2', 0]","['2', 4079]","['2', 120]","['2', 1561]","['2', 450]"
37,"['2', 400]","['2', 1520]","['2', 479]","['2', 481]","['2', 160]","['2', 7040]","['2', 200]","['2', 40]","['2', 80]","['2', 40]","['2', 0]","['2', 120]","['2', 479]","['2', 841]","['2', 0]","['2', 600]","['2', 0]","['2', 7200]","['2', 479]","['2', 480]","['2', 240]","['2', 2040]","['2', 120]","['2', 240]","['2', 120]","['2', 601]","['2', 0]","['2', 960]","['2', 0]","['2', 959]","['2', 240]","['2', 720]","['2', 120]","['2', 241]","['2', 40]","['2', 1040]","['2', 450]","['2', 510]","['2', 450]","['2', 510]","['2', 359]","['2', 601]","['2', 920]","['2', 40]","['2', 0]","['2', 239]","['2', 240]","['2', 0]","['2', 480]"
39,"['2', 120]","['2', 10201]","['2', 0]","['2', 719]","['2', 120]","['2', 3480]","['2', 360]","['2', 241]","['2', 0]"
40,"['2', 480]","['2', 0]","['2', 480]","['2', 1201]","['2', 40]","['2', 1279]","['2', 120]","['2', 121]","['2', 0]","['2', 720]","['2', 0]","['2', 240]","['2', 0]","['2', 13079]","['2', 480]","['2', 481]","['2', 0]","['2', 4199]","['2', 120]","['2', 5161]","['2', 0]","['2', 80]","['2', 39]"
42,"['2', 240]","['2', 1680]","['2', 240]","['2', 2881]","['2', 239]","['2', 0]","['2', 240]","['2', 2640]","['2', 240]","['2', 961]","['2', 479]","['2', 480]","['2', 240]","['2', 960]","['2', 120]","['2', 6361]","['2', 160]","['2', 1519]","['2', 240]","['2', 2280]","['2', 360]","['2', 840]","['2', 120]","['2', 120]","['2', 120]","['2', 601]","['2', 0]","['2', 239]","['2', 120]","['2', 240]","['2', 240]","['2', 1321]","['2', 0]"
43,"['2', 1]","['2', 1320]","['2', 0]","['2', 960]","['2', 0]","['2', 4439]","['2', 120]"
44,"['2', 240]","['2', 1]","['2', 40]","['2', 200]","['2', 400]","['2', 80]","['2', 479]","['2', 6000]","['2', 240]","['2', 2881]","['2', 0]","['2', 359]","['2', 120]","['2', 1]","['2', 239]","['2', 241]","['2', 0]","['2', 479]","['2', 441]","['2', 40]","['2', 40]","['2', 439]","['2', 480]","['2', 1]","['2', 120]","['2', 359]","['2', 480]","['2', 1]","['2', 0]","['2', 480]","['2', 1400]","['2', 39]","['2', 441]","['2', 40]","['2', 479]","['2', 0]","['2', 201]","['2', 520]","['2', 200]","['2', 40]","['2', 479]","['2', 1]","['2', 400]","['2', 2479]","['2', 240]","['2', 1]","['2', 0]","['2', 480]","['2', 0]","['2', 3840]","['2', 40]","['2', 200]","['2', 160]","['2', 80]","['2', 160]","['2', 79]","['2', 281]","['2', 80]","['2', 40]","['2', 50]","['2', 29]","['2', 1]","['2', 280]","['2', 80]","['2', 40]","['2', 50]","['2', 29]","['2', 1]","['2', 40]","['2', 319]","['2', 1]","['2', 90]","['2', 29]","['2', 1]","['2', 0]","['2', 359]","['2', 81]","['2', 10]","['2', 0]","['2', 30]","['2', 40]","['2', 319]","['2', 1]","['2', 90]","['2', 0]","['2', 30]","['2', 0]","['2', 359]","['2', 81]","['2', 10]","['2', 0]","['2', 30]","['2', 200]","['2', 280]","['2', 80]","['2', 160]","['2', 0]","['2', 80]","['2', 0]","['2', 80]","['2', 0]","['2', 320]","['2', 239]","['2', 1]","['2', 479]"
